DOC_CD,DOC_DEPT_CD,DOC_ID,DOC_VERS_NO,DOC_DSCR,CONTRACT_SYNOPSIS,CONTRACT_CONTACT_NM,CONTRACT_CONTACT_VOICE_PH_NO,CONTRACT_CONTACT_EMAIL_AD,MA_PRCH_LMT_AM,MA_ITD_ORD_AM,MA_DO_RFED_AM,EFBGN_DT,EFEND_DT,GNRC_PO_RPT_1,RPT_DSCR,BRD_AWD_DT,BRD_AWD_NO,CAT_DSCR,DOC_VEND_LN_NO,VEND_CUST_CD,LGL_NM,ALIAS_NM,SO_DOC_CD,SO_DOC_DEPT_CD,SO_DOC_ID,TODAY,ROW_KEY
MA,6100,PA110000004,38,WATER AND WASTEWATER PIPELINE ENGINEERING ROTATION LIST,,Contract and Land Management Department,unknown,unknown,7500000,6895809.41,6036138.18,11/18/2010,01/20/2020,10,Competitive Acquisition,11/20/0010,11,Professional Services,2,HAL7038625,HALFF ASSOCIATES INC,HALFF,RFQS,6100,CLMP042,09/23/2019,MA6100PA11000000438HAL7038625
MA,6100,PA110000004,38,WATER AND WASTEWATER PIPELINE ENGINEERING ROTATION LIST,,Contract and Land Management Department,unknown,unknown,7500000,6895809.41,6036138.18,11/18/2010,01/20/2020,10,Competitive Acquisition,11/20/0010,11,Professional Services,3,JAC8308529,JACOBS ENGINEERING GROUP INC,JACOBS ENGINEERING GROUP,RFQS,6100,CLMP042,09/23/2019,MA6100PA11000000438JAC8308529
MA,6100,PA110000004,38,WATER AND WASTEWATER PIPELINE ENGINEERING ROTATION LIST,,Contract and Land Management Department,unknown,unknown,7500000,6895809.41,6036138.18,11/18/2010,01/20/2020,10,Competitive Acquisition,11/20/0010,11,Professional Services,4,KFR8309453,K FRIESE & ASSOC INC,N/A,RFQS,6100,CLMP042,09/23/2019,MA6100PA11000000438KFR8309453
MA,6100,PA110000004,38,WATER AND WASTEWATER PIPELINE ENGINEERING ROTATION LIST,,Contract and Land Management Department,unknown,unknown,7500000,6895809.41,6036138.18,11/18/2010,01/20/2020,10,Competitive Acquisition,11/20/0010,11,Professional Services,6,PBS7133260,ATKINS NORTH AMERICA INC,ATKINS,RFQS,6100,CLMP042,09/23/2019,MA6100PA11000000438PBS7133260
MA,6100,PA110000004,38,WATER AND WASTEWATER PIPELINE ENGINEERING ROTATION LIST,,Contract and Land Management Department,unknown,unknown,7500000,6895809.41,6036138.18,11/18/2010,01/20/2020,10,Competitive Acquisition,11/20/0010,11,Professional Services,7,RAY1093500,RAYMOND CHAN & ASSOC INC,N/A,RFQS,6100,CLMP042,09/23/2019,MA6100PA11000000438RAY1093500
MA,6100,PA110000004,38,WATER AND WASTEWATER PIPELINE ENGINEERING ROTATION LIST,,Contract and Land Management Department,unknown,unknown,7500000,6895809.41,6036138.18,11/18/2010,01/20/2020,10,Competitive Acquisition,11/20/0010,11,Professional Services,11,VC0000103053,CHAN & PARTNERS ENGINEERING LLC,N/A,RFQS,6100,CLMP042,09/23/2019,MA6100PA11000000438VC0000103053
MA,6100,PA110000004,38,WATER AND WASTEWATER PIPELINE ENGINEERING ROTATION LIST,,Contract and Land Management Department,unknown,unknown,7500000,6895809.41,6036138.18,11/18/2010,01/20/2020,10,Competitive Acquisition,11/20/0010,11,Professional Services,9,VS0000008095,"KING ENGINEERING ASSOCIATES, INC.","KING ENGINEERING ASSOCIATES, INC.",RFQS,6100,CLMP042,09/23/2019,MA6100PA11000000438VS0000008095
MA,6100,PA110000043,35,SMALL DIAMETER WATER AND WASTEWATER PIPELINE ENGINEERING,,Contract and Land Management Department,unknown,unknown,5000000,4775278.13,4390002.95,04/21/2011,12/31/2019,10,Competitive Acquisition,04/23/0011,10,Professional Services,14,BRO6047450,KELLOGG BROWN & ROOT SERVICES INC,N/A,RFQS,6100,CLMP058A,09/23/2019,MA6100PA11000004335BRO6047450
MA,6100,PA110000043,35,SMALL DIAMETER WATER AND WASTEWATER PIPELINE ENGINEERING,,Contract and Land Management Department,unknown,unknown,5000000,4775278.13,4390002.95,04/21/2011,12/31/2019,10,Competitive Acquisition,04/23/0011,10,Professional Services,11,BUR0879750,BURY HOLDINGS INC,BURY-AUS INC OR BURY INC,RFQS,6100,CLMP058A,09/23/2019,MA6100PA11000004335BUR0879750
MA,6100,PA110000043,35,SMALL DIAMETER WATER AND WASTEWATER PIPELINE ENGINEERING,,Contract and Land Management Department,unknown,unknown,5000000,4775278.13,4390002.95,04/21/2011,12/31/2019,10,Competitive Acquisition,04/23/0011,10,Professional Services,2,FRE1930500,FREESE AND NICHOLS INC,FREESE AND NICHOLS,RFQS,6100,CLMP058A,09/23/2019,MA6100PA11000004335FRE1930500
MA,6100,PA110000043,35,SMALL DIAMETER WATER AND WASTEWATER PIPELINE ENGINEERING,,Contract and Land Management Department,unknown,unknown,5000000,4775278.13,4390002.95,04/21/2011,12/31/2019,10,Competitive Acquisition,04/23/0011,10,Professional Services,5,GSW7111865,OTHON INC,N/A,RFQS,6100,CLMP058A,09/23/2019,MA6100PA11000004335GSW7111865
MA,6100,PA110000043,35,SMALL DIAMETER WATER AND WASTEWATER PIPELINE ENGINEERING,,Contract and Land Management Department,unknown,unknown,5000000,4775278.13,4390002.95,04/21/2011,12/31/2019,10,Competitive Acquisition,04/23/0011,10,Professional Services,4,KUR7069150,KURKJIAN ENGINEERING CORP,N/A,RFQS,6100,CLMP058A,09/23/2019,MA6100PA11000004335KUR7069150
MA,6100,PA110000043,35,SMALL DIAMETER WATER AND WASTEWATER PIPELINE ENGINEERING,,Contract and Land Management Department,unknown,unknown,5000000,4775278.13,4390002.95,04/21/2011,12/31/2019,10,Competitive Acquisition,04/23/0011,10,Professional Services,13,KUR8303988,KURKJIAN ENGINEERING CORP,N/A,RFQS,6100,CLMP058A,09/23/2019,MA6100PA11000004335KUR8303988
MA,6100,PA110000043,35,SMALL DIAMETER WATER AND WASTEWATER PIPELINE ENGINEERING,,Contract and Land Management Department,unknown,unknown,5000000,4775278.13,4390002.95,04/21/2011,12/31/2019,10,Competitive Acquisition,04/23/0011,10,Professional Services,1,LOC2921000,LOCKWOOD ANDREWS & NEWNAM INC,N/A,RFQS,6100,CLMP058A,09/23/2019,MA6100PA11000004335LOC2921000
MA,6100,PA110000043,35,SMALL DIAMETER WATER AND WASTEWATER PIPELINE ENGINEERING,,Contract and Land Management Department,unknown,unknown,5000000,4775278.13,4390002.95,04/21/2011,12/31/2019,10,Competitive Acquisition,04/23/0011,10,Professional Services,6,MAR3044500,MWM DESIGNGROUP INC,"MWM DESIGNGROUP OR MARTINEZ, WRIGHT AND MENDEZ INC",RFQS,6100,CLMP058A,09/23/2019,MA6100PA11000004335MAR3044500
MA,6100,PA110000043,35,SMALL DIAMETER WATER AND WASTEWATER PIPELINE ENGINEERING,,Contract and Land Management Department,unknown,unknown,5000000,4775278.13,4390002.95,04/21/2011,12/31/2019,10,Competitive Acquisition,04/23/0011,10,Professional Services,7,SBI8309599,S & B INFRASTRUCTURE LTD,N/A,RFQS,6100,CLMP058A,09/23/2019,MA6100PA11000004335SBI8309599
MA,6100,PA110000043,35,SMALL DIAMETER WATER AND WASTEWATER PIPELINE ENGINEERING,,Contract and Land Management Department,unknown,unknown,5000000,4775278.13,4390002.95,04/21/2011,12/31/2019,10,Competitive Acquisition,04/23/0011,10,Professional Services,16,STA8322756,STANTEC CONSULTING SERVICES INC,N/A,RFQS,6100,CLMP058A,09/23/2019,MA6100PA11000004335STA8322756
MA,6100,PA110000043,35,SMALL DIAMETER WATER AND WASTEWATER PIPELINE ENGINEERING,,Contract and Land Management Department,unknown,unknown,5000000,4775278.13,4390002.95,04/21/2011,12/31/2019,10,Competitive Acquisition,04/23/0011,10,Professional Services,15,V00000934970,RILEY MOUNTAIN ENGINEERING LLC,OTHON-FOWLER OR OTHON INC,RFQS,6100,CLMP058A,09/23/2019,MA6100PA11000004335V00000934970
MA,6100,PA110000043,35,SMALL DIAMETER WATER AND WASTEWATER PIPELINE ENGINEERING,,Contract and Land Management Department,unknown,unknown,5000000,4775278.13,4390002.95,04/21/2011,12/31/2019,10,Competitive Acquisition,04/23/0011,10,Professional Services,8,VC0000102835,KELLOGG BROWN & ROOT LLC,N/A,RFQS,6100,CLMP058A,09/23/2019,MA6100PA11000004335VC0000102835
MA,6100,PA110000043,35,SMALL DIAMETER WATER AND WASTEWATER PIPELINE ENGINEERING,,Contract and Land Management Department,unknown,unknown,5000000,4775278.13,4390002.95,04/21/2011,12/31/2019,10,Competitive Acquisition,04/23/0011,10,Professional Services,9,VIC7091950,VICKREY & ASSOC INC,N/A,RFQS,6100,CLMP058A,09/23/2019,MA6100PA11000004335VIC7091950
MA,6100,PA110000043,35,SMALL DIAMETER WATER AND WASTEWATER PIPELINE ENGINEERING,,Contract and Land Management Department,unknown,unknown,5000000,4775278.13,4390002.95,04/21/2011,12/31/2019,10,Competitive Acquisition,04/23/0011,10,Professional Services,10,VS0000005944,"BURY+PARTNERS - HS&A, INC.","HS&A, INC.",RFQS,6100,CLMP058A,09/23/2019,MA6100PA11000004335VS0000005944
MA,6100,PA110000043,35,SMALL DIAMETER WATER AND WASTEWATER PIPELINE ENGINEERING,,Contract and Land Management Department,unknown,unknown,5000000,4775278.13,4390002.95,04/21/2011,12/31/2019,10,Competitive Acquisition,04/23/0011,10,Professional Services,3,WES5125100,WESTON SOLUTIONS INC,"WESTON SOLUTIONS, INC.",RFQS,6100,CLMP058A,09/23/2019,MA6100PA11000004335WES5125100
MA,6100,PA140000028,6,SOUTH AUSTIN REGIONAL WWTP BLOWER IMPROVEMENT PROJECT,,Contract and Land Management Department,unknown,unknown,4108049,4108049,4019955.99,06/18/2015,04/04/2020,55,Pers / Prof / Plan Svcs (252),08/31/0013,12,Sole and Single Source,1,CAR8306145,CAROLLO ENGINEERS INC,N/A,RFQS,6100,CLMP130,09/23/2019,MA6100PA1400000286CAR8306145
MA,6100,PA150000005,36,2015 GENERAL ARCHITECTURAL SERVICES ROTATION LIST,,Contract and Land Management Department,unknown,unknown,4000000,3554612.06,2602144.65,01/29/2015,01/28/2020,55,Pers / Prof / Plan Svcs (252),10/18/0014,4,Sole and Single Source,1,ARC7068555,AUSTIN ARCHITECTURE PLUS INC,ARCHITECTURE + PLUS AKA ARCHITECTURE PLUS,RFQS,6100,CLMP158,09/23/2019,MA6100PA15000000536ARC7068555
MA,6100,PA150000005,36,2015 GENERAL ARCHITECTURAL SERVICES ROTATION LIST,,Contract and Land Management Department,unknown,unknown,4000000,3554612.06,2602144.65,01/29/2015,01/28/2020,55,Pers / Prof / Plan Svcs (252),10/18/0014,4,Sole and Single Source,5,BLG0714750,BLGY INC,BLGY ARCHITECTURE,RFQS,6100,CLMP158,09/23/2019,MA6100PA15000000536BLG0714750
MA,6100,PA150000005,36,2015 GENERAL ARCHITECTURAL SERVICES ROTATION LIST,,Contract and Land Management Department,unknown,unknown,4000000,3554612.06,2602144.65,01/29/2015,01/28/2020,55,Pers / Prof / Plan Svcs (252),10/18/0014,4,Sole and Single Source,9,LAU7158165,THE LAWRENCE GROUP INC,THE LAWRENCE GROUP,RFQS,6100,CLMP158,09/23/2019,MA6100PA15000000536LAU7158165
MA,6100,PA150000005,36,2015 GENERAL ARCHITECTURAL SERVICES ROTATION LIST,,Contract and Land Management Department,unknown,unknown,4000000,3554612.06,2602144.65,01/29/2015,01/28/2020,55,Pers / Prof / Plan Svcs (252),10/18/0014,4,Sole and Single Source,7,LIM7079715,LIMBACHER & GODFREY INC,N/A,RFQS,6100,CLMP158,09/23/2019,MA6100PA15000000536LIM7079715
MA,6100,PA150000005,36,2015 GENERAL ARCHITECTURAL SERVICES ROTATION LIST,,Contract and Land Management Department,unknown,unknown,4000000,3554612.06,2602144.65,01/29/2015,01/28/2020,55,Pers / Prof / Plan Svcs (252),10/18/0014,4,Sole and Single Source,3,MAR3044500,MWM DESIGNGROUP INC,"MWM DESIGNGROUP OR MARTINEZ, WRIGHT AND MENDEZ INC",RFQS,6100,CLMP158,09/23/2019,MA6100PA15000000536MAR3044500
MA,6100,PA150000005,36,2015 GENERAL ARCHITECTURAL SERVICES ROTATION LIST,,Contract and Land Management Department,unknown,unknown,4000000,3554612.06,2602144.65,01/29/2015,01/28/2020,55,Pers / Prof / Plan Svcs (252),10/18/0014,4,Sole and Single Source,2,MCK3123750,MCKINNEY ARCHITECTS INC,MCKINNEY YORK ARCHITECTS,RFQS,6100,CLMP158,09/23/2019,MA6100PA15000000536MCK3123750
MA,6100,PA150000005,36,2015 GENERAL ARCHITECTURAL SERVICES ROTATION LIST,,Contract and Land Management Department,unknown,unknown,4000000,3554612.06,2602144.65,01/29/2015,01/28/2020,55,Pers / Prof / Plan Svcs (252),10/18/0014,4,Sole and Single Source,6,STA7142875,STANLEY ARCHITECTS & ARTISANS INC,STANLEY STUDIO OR STANLEY SALAIZ JV,RFQS,6100,CLMP158,09/23/2019,MA6100PA15000000536STA7142875
MA,6100,PA150000005,36,2015 GENERAL ARCHITECTURAL SERVICES ROTATION LIST,,Contract and Land Management Department,unknown,unknown,4000000,3554612.06,2602144.65,01/29/2015,01/28/2020,55,Pers / Prof / Plan Svcs (252),10/18/0014,4,Sole and Single Source,8,V00000925738,"THE LAWRENCE GROUP ARCHITECTS OF AUSTIN, INC.",THE LAWRENCE GROUP,RFQS,6100,CLMP158,09/23/2019,MA6100PA15000000536V00000925738
MA,6100,PA150000005,36,2015 GENERAL ARCHITECTURAL SERVICES ROTATION LIST,,Contract and Land Management Department,unknown,unknown,4000000,3554612.06,2602144.65,01/29/2015,01/28/2020,55,Pers / Prof / Plan Svcs (252),10/18/0014,4,Sole and Single Source,4,VC0000101092,H+UO ARCHITECTS LLP,HPA LLP OR HATCH + ULLAND OWEN ARCHITECTS,RFQS,6100,CLMP158,09/23/2019,MA6100PA15000000536VC0000101092
MA,6100,PA150000015,4,2015 STORMWATER MODELING AND MAPPING ENGINEERING SERVICES RL,,Contract and Land Management Department,unknown,unknown,3000000,0,0,11/20/2014,12/31/2019,55,Pers / Prof / Plan Svcs (252),11/22/0014,18,Sole and Single Source,1,EAR8307803,AECOM TECHNICAL SERVICES INC,N/A,RFQS,6100,CLMP162,09/23/2019,MA6100PA1500000154EAR8307803
MA,6100,PA150000015,4,2015 STORMWATER MODELING AND MAPPING ENGINEERING SERVICES RL,,Contract and Land Management Department,unknown,unknown,3000000,0,0,11/20/2014,12/31/2019,55,Pers / Prof / Plan Svcs (252),11/22/0014,18,Sole and Single Source,3,ESP7108190,ESPEY CONSULTANTS INC,RPS,RFQS,6100,CLMP162,09/23/2019,MA6100PA1500000154ESP7108190
MA,6100,PA150000015,4,2015 STORMWATER MODELING AND MAPPING ENGINEERING SERVICES RL,,Contract and Land Management Department,unknown,unknown,3000000,0,0,11/20/2014,12/31/2019,55,Pers / Prof / Plan Svcs (252),11/22/0014,18,Sole and Single Source,2,HAL7038625,HALFF ASSOCIATES INC,HALFF,RFQS,6100,CLMP162,09/23/2019,MA6100PA1500000154HAL7038625
MA,6100,PA150000019,6,2015 SPACE PLANNING SERVICES ROTATION LIST,,Contract and Land Management Department,unknown,unknown,3000000,127757.08,122230.29,12/11/2014,12/31/2019,55,Pers / Prof / Plan Svcs (252),12/13/0014,20,Sole and Single Source,4,ARC7068555,AUSTIN ARCHITECTURE PLUS INC,ARCHITECTURE + PLUS AKA ARCHITECTURE PLUS,RFQS,6100,CLMP163,09/23/2019,MA6100PA1500000196ARC7068555
MA,6100,PA150000019,6,2015 SPACE PLANNING SERVICES ROTATION LIST,,Contract and Land Management Department,unknown,unknown,3000000,127757.08,122230.29,12/11/2014,12/31/2019,55,Pers / Prof / Plan Svcs (252),12/13/0014,20,Sole and Single Source,5,BOM0739250,BOMMARITO GROUP INC (THE),THE BOMMARITO GROUP,RFQS,6100,CLMP163,09/23/2019,MA6100PA1500000196BOM0739250
MA,6100,PA150000019,6,2015 SPACE PLANNING SERVICES ROTATION LIST,,Contract and Land Management Department,unknown,unknown,3000000,127757.08,122230.29,12/11/2014,12/31/2019,55,Pers / Prof / Plan Svcs (252),12/13/0014,20,Sole and Single Source,1,MCK3123750,MCKINNEY ARCHITECTS INC,MCKINNEY YORK ARCHITECTS,RFQS,6100,CLMP163,09/23/2019,MA6100PA1500000196MCK3123750
MA,6100,PA150000019,6,2015 SPACE PLANNING SERVICES ROTATION LIST,,Contract and Land Management Department,unknown,unknown,3000000,127757.08,122230.29,12/11/2014,12/31/2019,55,Pers / Prof / Plan Svcs (252),12/13/0014,20,Sole and Single Source,6,PGA8309589,PIERCE GOODWIN ALEXANDER & LINVILLE INC,PGAL INC,RFQS,6100,CLMP163,09/23/2019,MA6100PA1500000196PGA8309589
MA,6100,PA150000019,6,2015 SPACE PLANNING SERVICES ROTATION LIST,,Contract and Land Management Department,unknown,unknown,3000000,127757.08,122230.29,12/11/2014,12/31/2019,55,Pers / Prof / Plan Svcs (252),12/13/0014,20,Sole and Single Source,3,VC0000102925,SUSAN H WELKER,HARRIS WELKER ARCHITECTS,RFQS,6100,CLMP163,09/23/2019,MA6100PA1500000196VC0000102925
MA,6100,PA150000019,6,2015 SPACE PLANNING SERVICES ROTATION LIST,,Contract and Land Management Department,unknown,unknown,3000000,127757.08,122230.29,12/11/2014,12/31/2019,55,Pers / Prof / Plan Svcs (252),12/13/0014,20,Sole and Single Source,2,VS0000018898,MADELINE ANZ SLAY ARCHITECTURE PLLC,SLAY ARCHITECTURE PLLC,RFQS,6100,CLMP163,09/23/2019,MA6100PA1500000196VS0000018898
MA,6100,PA160000020,8,2016 M.E.P. ROTATION LIST,,Capital Contracting Office,unknown,unknown,1500000,1085852.95,412878.69,12/17/2015,12/17/2019,55,Pers / Prof / Plan Svcs (252),12/19/0015,9,Sole and Single Source,3,ENC1735650,ENCOTECH ENGINEERING CONSULTANTS INC,N/A,RFQS,6100,CLMP188,09/23/2019,MA6100PA1600000208ENC1735650
MA,6100,PA160000020,8,2016 M.E.P. ROTATION LIST,,Capital Contracting Office,unknown,unknown,1500000,1085852.95,412878.69,12/17/2015,12/17/2019,55,Pers / Prof / Plan Svcs (252),12/19/0015,9,Sole and Single Source,5,ENE1739000,ENERGY ENGINEERING ASSOC INC,EEA CONSULTING ENGINEERS,RFQS,6100,CLMP188,09/23/2019,MA6100PA1600000208ENE1739000
MA,6100,PA160000020,8,2016 M.E.P. ROTATION LIST,,Capital Contracting Office,unknown,unknown,1500000,1085852.95,412878.69,12/17/2015,12/17/2019,55,Pers / Prof / Plan Svcs (252),12/19/0015,9,Sole and Single Source,4,GUE2157000,JOSE I GUERRA INC,N/A,RFQS,6100,CLMP188,09/23/2019,MA6100PA1600000208GUE2157000
MA,6100,PA160000020,8,2016 M.E.P. ROTATION LIST,,Capital Contracting Office,unknown,unknown,1500000,1085852.95,412878.69,12/17/2015,12/17/2019,55,Pers / Prof / Plan Svcs (252),12/19/0015,9,Sole and Single Source,2,OCO3500750,O'CONNELL ROBERTSON & ASSOC,O'CONNELL ROBERTSON,RFQS,6100,CLMP188,09/23/2019,MA6100PA1600000208OCO3500750
MA,6100,PA160000020,8,2016 M.E.P. ROTATION LIST,,Capital Contracting Office,unknown,unknown,1500000,1085852.95,412878.69,12/17/2015,12/17/2019,55,Pers / Prof / Plan Svcs (252),12/19/0015,9,Sole and Single Source,1,VS0000011064,"TEXAS ENERGY ENGINEERING SERVICES, INC.",TEESI ENGINEERING,RFQS,6100,CLMP188,09/23/2019,MA6100PA1600000208VS0000011064
MA,6100,PA170000033,6,2017 SMALL DIAMETER WTR & WASTEWATER PIPELINE ENGINEERING RL,,Capital Contracting Office,unknown,unknown,5000000,3352524.61,2191990.92,03/15/2017,03/15/2020,55,Pers / Prof / Plan Svcs (252),12/17/0016,3,Sole and Single Source,1,COB7111480,COBB FENDLEY & ASSOC INC,N/A,RFQS,6100,CLMP202,09/23/2019,MA6100PA1700000336COB7111480
MA,6100,PA170000033,6,2017 SMALL DIAMETER WTR & WASTEWATER PIPELINE ENGINEERING RL,,Capital Contracting Office,unknown,unknown,5000000,3352524.61,2191990.92,03/15/2017,03/15/2020,55,Pers / Prof / Plan Svcs (252),12/17/0016,3,Sole and Single Source,9,DOL1587250,THONHOFF CONSULTING ENGINEERS INC,N/A,RFQS,6100,CLMP202,09/23/2019,MA6100PA1700000336DOL1587250
MA,6100,PA170000033,6,2017 SMALL DIAMETER WTR & WASTEWATER PIPELINE ENGINEERING RL,,Capital Contracting Office,unknown,unknown,5000000,3352524.61,2191990.92,03/15/2017,03/15/2020,55,Pers / Prof / Plan Svcs (252),12/17/0016,3,Sole and Single Source,2,FRE1930500,FREESE AND NICHOLS INC,FREESE AND NICHOLS,RFQS,6100,CLMP202,09/23/2019,MA6100PA1700000336FRE1930500
MA,6100,PA170000033,6,2017 SMALL DIAMETER WTR & WASTEWATER PIPELINE ENGINEERING RL,,Capital Contracting Office,unknown,unknown,5000000,3352524.61,2191990.92,03/15/2017,03/15/2020,55,Pers / Prof / Plan Svcs (252),12/17/0016,3,Sole and Single Source,8,HEJ7022940,HEJL LEE & ASSOC INC,N/A,RFQS,6100,CLMP202,09/23/2019,MA6100PA1700000336HEJ7022940
MA,6100,PA170000033,6,2017 SMALL DIAMETER WTR & WASTEWATER PIPELINE ENGINEERING RL,,Capital Contracting Office,unknown,unknown,5000000,3352524.61,2191990.92,03/15/2017,03/15/2020,55,Pers / Prof / Plan Svcs (252),12/17/0016,3,Sole and Single Source,3,KFR8309453,K FRIESE & ASSOC INC,N/A,RFQS,6100,CLMP202,09/23/2019,MA6100PA1700000336KFR8309453
MA,6100,PA170000033,6,2017 SMALL DIAMETER WTR & WASTEWATER PIPELINE ENGINEERING RL,,Capital Contracting Office,unknown,unknown,5000000,3352524.61,2191990.92,03/15/2017,03/15/2020,55,Pers / Prof / Plan Svcs (252),12/17/0016,3,Sole and Single Source,6,MAR3044500,MWM DESIGNGROUP INC,"MWM DESIGNGROUP OR MARTINEZ, WRIGHT AND MENDEZ INC",RFQS,6100,CLMP202,09/23/2019,MA6100PA1700000336MAR3044500
MA,6100,PA170000033,6,2017 SMALL DIAMETER WTR & WASTEWATER PIPELINE ENGINEERING RL,,Capital Contracting Office,unknown,unknown,5000000,3352524.61,2191990.92,03/15/2017,03/15/2020,55,Pers / Prof / Plan Svcs (252),12/17/0016,3,Sole and Single Source,5,PLU3704750,ALAN PLUMMER ASSOCIATES INC,N/A,RFQS,6100,CLMP202,09/23/2019,MA6100PA1700000336PLU3704750
MA,6100,PA170000033,6,2017 SMALL DIAMETER WTR & WASTEWATER PIPELINE ENGINEERING RL,,Capital Contracting Office,unknown,unknown,5000000,3352524.61,2191990.92,03/15/2017,03/15/2020,55,Pers / Prof / Plan Svcs (252),12/17/0016,3,Sole and Single Source,4,V00000928407,URBAN DESIGN GROUP PC,N/A,RFQS,6100,CLMP202,09/23/2019,MA6100PA1700000336V00000928407
MA,6100,PA170000033,6,2017 SMALL DIAMETER WTR & WASTEWATER PIPELINE ENGINEERING RL,,Capital Contracting Office,unknown,unknown,5000000,3352524.61,2191990.92,03/15/2017,03/15/2020,55,Pers / Prof / Plan Svcs (252),12/17/0016,3,Sole and Single Source,11,V00000929443,"DUNAWAY ASSOCIATES, L.P.",DUNAWAY UDG,RFQS,6100,CLMP202,09/23/2019,MA6100PA1700000336V00000929443
MA,6100,PA170000033,6,2017 SMALL DIAMETER WTR & WASTEWATER PIPELINE ENGINEERING RL,,Capital Contracting Office,unknown,unknown,5000000,3352524.61,2191990.92,03/15/2017,03/15/2020,55,Pers / Prof / Plan Svcs (252),12/17/0016,3,Sole and Single Source,7,V00000934970,RILEY MOUNTAIN ENGINEERING LLC,OTHON-FOWLER OR OTHON INC,RFQS,6100,CLMP202,09/23/2019,MA6100PA1700000336V00000934970
MA,6100,PA170000033,6,2017 SMALL DIAMETER WTR & WASTEWATER PIPELINE ENGINEERING RL,,Capital Contracting Office,unknown,unknown,5000000,3352524.61,2191990.92,03/15/2017,03/15/2020,55,Pers / Prof / Plan Svcs (252),12/17/0016,3,Sole and Single Source,10,WES5125100,WESTON SOLUTIONS INC,"WESTON SOLUTIONS, INC.",RFQS,6100,CLMP202,09/23/2019,MA6100PA1700000336WES5125100
MA,6100,PA170000034,10,2017 LARGE DIAMETER WTR & WASTEWATER PIPELINE ENGINEERING RL,,Capital Contracting Office,unknown,unknown,9999999.9,6107776.58,3656670.44,03/17/2017,03/17/2020,55,Pers / Prof / Plan Svcs (252),12/17/0016,2,Sole and Single Source,6,BLA7158805,BLACK & VEATCH CORP,N/A,RFQS,6100,CLMP201,09/23/2019,MA6100PA17000003410BLA7158805
MA,6100,PA170000034,10,2017 LARGE DIAMETER WTR & WASTEWATER PIPELINE ENGINEERING RL,,Capital Contracting Office,unknown,unknown,9999999.9,6107776.58,3656670.44,03/17/2017,03/17/2020,55,Pers / Prof / Plan Svcs (252),12/17/0016,2,Sole and Single Source,8,BRO8318275,"BGE, INC",BROWN & GAY ENGINEERS INC,RFQS,6100,CLMP201,09/23/2019,MA6100PA17000003410BRO8318275
MA,6100,PA170000034,10,2017 LARGE DIAMETER WTR & WASTEWATER PIPELINE ENGINEERING RL,,Capital Contracting Office,unknown,unknown,9999999.9,6107776.58,3656670.44,03/17/2017,03/17/2020,55,Pers / Prof / Plan Svcs (252),12/17/0016,2,Sole and Single Source,1,CAS7170685,CAS CONSULTING & SVCS INC,CAS CONSULTING & SERVICES,RFQS,6100,CLMP201,09/23/2019,MA6100PA17000003410CAS7170685
MA,6100,PA170000034,10,2017 LARGE DIAMETER WTR & WASTEWATER PIPELINE ENGINEERING RL,,Capital Contracting Office,unknown,unknown,9999999.9,6107776.58,3656670.44,03/17/2017,03/17/2020,55,Pers / Prof / Plan Svcs (252),12/17/0016,2,Sole and Single Source,10,CHI7027035,CP&Y INC,N/A,RFQS,6100,CLMP201,09/23/2019,MA6100PA17000003410CHI7027035
MA,6100,PA170000034,10,2017 LARGE DIAMETER WTR & WASTEWATER PIPELINE ENGINEERING RL,,Capital Contracting Office,unknown,unknown,9999999.9,6107776.58,3656670.44,03/17/2017,03/17/2020,55,Pers / Prof / Plan Svcs (252),12/17/0016,2,Sole and Single Source,5,DAV1449500,DAVCAR INC,DAVCAR ENGINEERING SERVICES,RFQS,6100,CLMP201,09/23/2019,MA6100PA17000003410DAV1449500
MA,6100,PA170000034,10,2017 LARGE DIAMETER WTR & WASTEWATER PIPELINE ENGINEERING RL,,Capital Contracting Office,unknown,unknown,9999999.9,6107776.58,3656670.44,03/17/2017,03/17/2020,55,Pers / Prof / Plan Svcs (252),12/17/0016,2,Sole and Single Source,12,DOU7019035,DOUCET & ASSOCIATES INC,N/A,RFQS,6100,CLMP201,09/23/2019,MA6100PA17000003410DOU7019035
MA,6100,PA170000034,10,2017 LARGE DIAMETER WTR & WASTEWATER PIPELINE ENGINEERING RL,,Capital Contracting Office,unknown,unknown,9999999.9,6107776.58,3656670.44,03/17/2017,03/17/2020,55,Pers / Prof / Plan Svcs (252),12/17/0016,2,Sole and Single Source,2,EAR8307803,AECOM TECHNICAL SERVICES INC,N/A,RFQS,6100,CLMP201,09/23/2019,MA6100PA17000003410EAR8307803
MA,6100,PA170000034,10,2017 LARGE DIAMETER WTR & WASTEWATER PIPELINE ENGINEERING RL,,Capital Contracting Office,unknown,unknown,9999999.9,6107776.58,3656670.44,03/17/2017,03/17/2020,55,Pers / Prof / Plan Svcs (252),12/17/0016,2,Sole and Single Source,4,JAC8308529,JACOBS ENGINEERING GROUP INC,JACOBS ENGINEERING GROUP,RFQS,6100,CLMP201,09/23/2019,MA6100PA17000003410JAC8308529
