Posting Date,Contract Number,Description,Department,Recommended Action,Recommended Vendor,Contract Amount,MBE/WBE/DBE Participation,MBE/WBE/DBE type,Direct Participation,Indirect Participation,# of Bids Received,# of M/WBE Bids Received,CCA Concurs,Link
04/20/2018,1755-17024,,,,,,"Alas Trucking, Inc.",MBE (9),0.78,,,,,http://opendocs.cookcountyil.gov/procurement/intent-award/180420-Intent_to_Award_EDS.pdf
04/20/2018,1755-17024,,,,,,"Orient Express Service Company, Inc.",WBE (8),5.02,,,,,http://opendocs.cookcountyil.gov/procurement/intent-award/180420-Intent_to_Award_EDS.pdf
04/20/2018,1755-17024,,,,,,"Snelten, Inc.",WBE (7),5.02,,,,,http://opendocs.cookcountyil.gov/procurement/intent-award/180420-Intent_to_Award_EDS.pdf
04/20/2018,1755-17024,,,,,,"L & B Trucking, Inc.",MBE (9),0.78,,,,,http://opendocs.cookcountyil.gov/procurement/intent-award/180420-Intent_to_Award_EDS.pdf
04/20/2018,1755-17024,,,,,,"Efficient Trucking, Inc.",MBE (9),1.94,,,,,http://opendocs.cookcountyil.gov/procurement/intent-award/180420-Intent_to_Award_EDS.pdf
04/20/2018,1755-17024,,,,,,Black Dog Petroleum LLC,MBE (8),7.87,,,,,http://opendocs.cookcountyil.gov/procurement/intent-award/180420-Intent_to_Award_EDS.pdf
04/20/2018,1755-17024,,,,,,Marking Specialist Corporation,MBE (9),5.38,,,,,http://opendocs.cookcountyil.gov/procurement/intent-award/180420-Intent_to_Award_EDS.pdf
04/20/2018,1755-17024,,,,,,Smith Maintenance Company,MBE (6),1.56,,,,,http://opendocs.cookcountyil.gov/procurement/intent-award/180420-Intent_to_Award_EDS.pdf
04/20/2018,1755-17024,,,,,,"Chicagoland Trucking, Inc.",MBE (9),1.94,,,,,http://opendocs.cookcountyil.gov/procurement/intent-award/180420-Intent_to_Award_EDS.pdf
04/20/2018,1755-17024,,,,,,"Sonican Trucking, Inc.",MBE (9),1.16,,,,,http://opendocs.cookcountyil.gov/procurement/intent-award/180420-Intent_to_Award_EDS.pdf
04/20/2018,1755-17024,,,,,,Reynaga Bros. Construction Corp.,MBE (9),1.16,,,,,http://opendocs.cookcountyil.gov/procurement/intent-award/180420-Intent_to_Award_EDS.pdf
04/20/2018,1755-17024,,,,,,"Oso Trucking, Inc.",MBE (9),1.16,,,,,http://opendocs.cookcountyil.gov/procurement/intent-award/180420-Intent_to_Award_EDS.pdf
04/20/2018,1755-17024,,,,,,"Walls Trucking, Inc.",MBE (9),0.78,,,,,http://opendocs.cookcountyil.gov/procurement/intent-award/180420-Intent_to_Award_EDS.pdf
04/20/2018,1690-15357,Accounts Payable Auditing Services,Office of the Chief Financial Officer - 021,Award,"Professional Auditing Services of America, Co.",,,,,,2,0,true,http://opendocs.cookcountyil.gov/procurement/intent-award/180420-Intent_to_Award_EDS.pdf
04/20/2018,1690-15357,,,,,,"DMD Consulting, LLC",WBE (7),35,,,,,http://opendocs.cookcountyil.gov/procurement/intent-award/180420-Intent_to_Award_EDS.pdf
04/20/2018,1723-16644,Violence on Illinois Campuses Elimination Strategies (VOICES) Program,Office of the State's Attorney - 250,Award,Life-Span,294794.00,DNA,,,,N/A,,true,http://opendocs.cookcountyil.gov/procurement/intent-award/180420-Intent_to_Award_EDS.pdf
04/20/2018,1830-17256,Drug Court Service Enhancement Program,Office of the Chief Judge - 310,Award,"TASC, Inc.",399746.00,DNA,,,,N/A,,true,http://opendocs.cookcountyil.gov/procurement/intent-award/180420-Intent_to_Award_EDS.pdf
04/20/2018,1830-17322,Drug Court Service Enhancement Program,Office of the Chief Judge - 310,Award,McDermott Center DBA Haymarket Center,169996.00,DNA,,,,N/A,,true,http://opendocs.cookcountyil.gov/procurement/intent-award/180420-Intent_to_Award_EDS.pdf
05/11/2018,1812-17230,Towing Services-Zone 2,Office of the Sheriff - 210,Contract (IFB),URT E&R Towing,164500.00,,,,,2,1,true,http://opendocs.cookcountyil.gov/procurement/intent-award/180511-Intent_to_Award_EDS.pdf
05/11/2018,1812-17230,,,,,,G.Cooper Oil Corp.,WBE (7),,2.5,,,,http://opendocs.cookcountyil.gov/procurement/intent-award/180511-Intent_to_Award_EDS.pdf
05/11/2018,1812-17230,,,,,,G.E Sales,WBE (7),,2.5,,,,http://opendocs.cookcountyil.gov/procurement/intent-award/180511-Intent_to_Award_EDS.pdf
05/11/2018,1812-17230,,,,,,Black Dog Petroleum,MBE (8),,12.5,,,,http://opendocs.cookcountyil.gov/procurement/intent-award/180511-Intent_to_Award_EDS.pdf
05/11/2018,1853-17288,Bread and Pastry Products,Juvenile Temporary Detent. Cntr - 440,Contract (IFB),"Black Dog Foods, LLC",184703.75,"Black Dog Foods,LLC",MBE (8),90,,2,1,true,http://opendocs.cookcountyil.gov/procurement/intent-award/180511-Intent_to_Award_EDS.pdf
05/11/2018,1853-17288,,,,,,"Savan Source, Inc.",WBE (8),10,,,,,http://opendocs.cookcountyil.gov/procurement/intent-award/180511-Intent_to_Award_EDS.pdf
05/11/2018,1868-17235,Digital Mobile C-Arm,Medical Examiner - 259,Contract (IFB),"OEC Medical Systems, Inc.",157131.00,Full M/WBE Waiver Granted,DNA,,,3,2,true,http://opendocs.cookcountyil.gov/procurement/intent-award/180511-Intent_to_Award_EDS.pdf
05/11/2018,1745-17059,Forestry Tree Truck with Aerial Lift,Transportation and Highways - 500,Contract (IFB),"Sutton Ford, Inc.",173922.00,DNA,DNA,,,2,2,true,http://opendocs.cookcountyil.gov/procurement/intent-award/180511-Intent_to_Award_EDS.pdf
05/11/2018,1723-16721,Vendor Managed Inventory Program for Fleet Operations,*Countywide--Multiple Departments - 001,RFP,Genuine Parts Company d/b/a NAPA,9200000.00,,,,,3,0,true,http://opendocs.cookcountyil.gov/procurement/intent-award/180511-Intent_to_Award_EDS.pdf
05/11/2018,1723-16721,,,,,,"Black Dog Petroleum, LLC",MBE (8),10,,,,,http://opendocs.cookcountyil.gov/procurement/intent-award/180511-Intent_to_Award_EDS.pdf
05/11/2018,1723-16721,,,,,,Quimex,MBE (9),3,,,,,http://opendocs.cookcountyil.gov/procurement/intent-award/180511-Intent_to_Award_EDS.pdf
05/11/2018,1723-16721,,,,,,"Truck Tire Sales, Inc.",MBE (9),14,,,,,http://opendocs.cookcountyil.gov/procurement/intent-award/180511-Intent_to_Award_EDS.pdf
05/11/2018,1723-16721,,,,,,"Progressive Industries, Inc.",WBE (7),2,,,,,http://opendocs.cookcountyil.gov/procurement/intent-award/180511-Intent_to_Award_EDS.pdf
05/11/2018,1723-16721,,,,,,Inter-City Supply Co.,WBE (6),1,,,,,http://opendocs.cookcountyil.gov/procurement/intent-award/180511-Intent_to_Award_EDS.pdf
05/11/2018,1790-15936,On-Line Auction Services for Delinquent Property Tax Liens,Treasurer Tax Sales Automation - 534,RFP,"Realauction.com, LLC",646000.00,Full M/WBE Waiver Granted,DNA,,,1,0,true,http://opendocs.cookcountyil.gov/procurement/intent-award/180511-Intent_to_Award_EDS.pdf
06/01/2018,1515-15006B,Electronic Monitoring Services - Category 2 GPS,*Countywide--Multiple Departments - 001,Award,"Track Group, Inc.",,,,,,3,0,true,http://opendocs.cookcountyil.gov/procurement/intent-award/180601-Intent_to_Award_EDS.pdf
06/01/2018,1515-15006B,,,,,,"Allpoint Security and Detective, Inc.",MBE (6),12,,,,,http://opendocs.cookcountyil.gov/procurement/intent-award/180601-Intent_to_Award_EDS.pdf
06/01/2018,1812-17370,Repair and Maintenance of Networked Surveillance Camera System,Office of the Sheriff - 210,Award,"Siemens Industry, Inc.",,DNA,DNA,,,N/A,N/A,true,http://opendocs.cookcountyil.gov/procurement/intent-award/180601-Intent_to_Award_EDS.pdf
06/01/2018,1828-17311,Tractor Mowers,Transportation and Highways - 500,Award,Shorewood Home and Auto,,DNA,DNA,,,5,1,true,http://opendocs.cookcountyil.gov/procurement/intent-award/180601-Intent_to_Award_EDS.pdf
06/01/2018,1885-16819,"Remediation and Restroation Services for Fire, Smoke, Water damage and Document Restoration",Dept of Facilities/Mgmt - 200,Award,"Action Cleaners, Inc. d/b/a Acr, Inc.",,,,,,N/A,N/A,true,http://opendocs.cookcountyil.gov/procurement/intent-award/180601-Intent_to_Award_EDS.pdf
06/01/2018,1885-16819,,,,,,Canino Electrical Supply,WBE (7),2.5,,,,,http://opendocs.cookcountyil.gov/procurement/intent-award/180601-Intent_to_Award_EDS.pdf
06/01/2018,1885-16819,,,,,,"Carnow, Comibear & Assoc.",WBE (7),2.5,,,,,http://opendocs.cookcountyil.gov/procurement/intent-award/180601-Intent_to_Award_EDS.pdf
06/01/2018,1885-16819,,,,,,Equity Industrial Supply,MBE (6),20,,,,,http://opendocs.cookcountyil.gov/procurement/intent-award/180601-Intent_to_Award_EDS.pdf
06/01/2018,1885-16819,,,,,,Midwest Moving & Storage,MBE (6),5,,,,,http://opendocs.cookcountyil.gov/procurement/intent-award/180601-Intent_to_Award_EDS.pdf
06/01/2018,1885-16859,Hazardous Material Handling,Dept of Facilities/Mgmt - 200,Award,"SET, Environmental Inc.",,,,,,N/A,N/A,true,http://opendocs.cookcountyil.gov/procurement/intent-award/180601-Intent_to_Award_EDS.pdf
06/01/2018,1885-16859,,,,,,"Barricade Lites, Inc.",MBE (9),12,,,,,http://opendocs.cookcountyil.gov/procurement/intent-award/180601-Intent_to_Award_EDS.pdf
06/01/2018,1885-16859,,,,,,"Carnow, Conibear & Assoc.",MBE (7),2,,,,,http://opendocs.cookcountyil.gov/procurement/intent-award/180601-Intent_to_Award_EDS.pdf
06/01/2018,1885-16859,,,,,,"Ever Lights, Inc.",WBE (7),1,,,,,http://opendocs.cookcountyil.gov/procurement/intent-award/180601-Intent_to_Award_EDS.pdf
06/01/2018,1885-16859,,,,,,Hi-Tek Environmental d/b/a STAT Analysis Corp.,MBE (8),13,,,,,http://opendocs.cookcountyil.gov/procurement/intent-award/180601-Intent_to_Award_EDS.pdf
06/01/2018,1885-16859,,,,,,"Kirschhoffer Truck Service, Inc.",MBE (7),1,,,,,http://opendocs.cookcountyil.gov/procurement/intent-award/180601-Intent_to_Award_EDS.pdf
06/01/2018,1885-16859,,,,,,Occuplational Training & Supply,MBE (7),1,,,,,http://opendocs.cookcountyil.gov/procurement/intent-award/180601-Intent_to_Award_EDS.pdf
06/01/2018,1884-17374,Armored Transport Response Vehicles,EMHS Homeland Security -769,Award,"Terradyne Armored Vehicles, Inc.",,DNA,DNA,,,1,0,true,http://opendocs.cookcountyil.gov/procurement/intent-award/180601-Intent_to_Award_EDS.pdf
06/01/2018,1823-17176,Skokie Adult Drug Treatment Court,Office of the State's Attorney - 250,Award,Presence Behavioral Health,222555.00,DNA,DNA,,,N/A,N/A,true,http://opendocs.cookcountyil.gov/procurement/intent-award/180601-Intent_to_Award_EDS.pdf
06/22/2018,1628-15568,Construction Management Services for County Line Road,Transportation and Highways - 500,Award,"Omega & Associates, Inc.",3798644.00,,,,,32,10,true,http://opendocs.cookcountyil.gov/procurement/intent-award/180622-Intent_to_Award_EDS.pdf
06/22/2018,1628-15568,,,,,,"Interra, Inc.",DBE (8),8.8,,,,,http://opendocs.cookcountyil.gov/procurement/intent-award/180622-Intent_to_Award_EDS.pdf
06/22/2018,1628-15568,,,,,,"Synnov Group, Inc.",DBE (8),13.4,,,,,http://opendocs.cookcountyil.gov/procurement/intent-award/180622-Intent_to_Award_EDS.pdf
06/22/2018,1628-15568,,,,,,"Tecma Associates, Inc.",DBE (8),13.1,,,,,http://opendocs.cookcountyil.gov/procurement/intent-award/180622-Intent_to_Award_EDS.pdf
06/22/2018,1628-15569,Construction Management Services for Lake Cook Road,Transportation and Highways - 500,Award,WSP USA Inc.,6492650.15,,,,,36,13,true,http://opendocs.cookcountyil.gov/procurement/intent-award/180622-Intent_to_Award_EDS.pdf
06/22/2018,1628-15569,,,,,,Comprehensive Construction Consulting,DBE (6),11.82,,,,,http://opendocs.cookcountyil.gov/procurement/intent-award/180622-Intent_to_Award_EDS.pdf
06/22/2018,1628-15569,,,,,,"GSG Consultant, Inc.",DBE (9),18.58,,,,,http://opendocs.cookcountyil.gov/procurement/intent-award/180622-Intent_to_Award_EDS.pdf
06/22/2018,1628-15569,,,,,,"Material Service Testing, Inc.",DBE (6),2.98,,,,,http://opendocs.cookcountyil.gov/procurement/intent-award/180622-Intent_to_Award_EDS.pdf
06/22/2018,1628-15569,,,,,,Morreale Communications,DBE (9),1.97,,,,,http://opendocs.cookcountyil.gov/procurement/intent-award/180622-Intent_to_Award_EDS.pdf
06/22/2018,1628-15569,,,,,,"Sanchez & Associates, P.C.",DBE (9),3.98,,,,,http://opendocs.cookcountyil.gov/procurement/intent-award/180622-Intent_to_Award_EDS.pdf
06/22/2018,1628-15611,Construction Management Services for Touhy Avenue,Transportation and Highways - 500,Award,Alfred Benesch & Company,9553715.52,,,,,34,10,true,http://opendocs.cookcountyil.gov/procurement/intent-award/180622-Intent_to_Award_EDS.pdf
06/22/2018,1628-15611,,,,,,"GSG Consultant, Inc.",DBE (9),5,,,,,http://opendocs.cookcountyil.gov/procurement/intent-award/180622-Intent_to_Award_EDS.pdf
06/22/2018,1628-15611,,,,,,"Infrastructure Engineering, Inc.",DBE (6),30,,,,,http://opendocs.cookcountyil.gov/procurement/intent-award/180622-Intent_to_Award_EDS.pdf
06/22/2018,1853-17212,"Bodytom Portable, Full-Body, 32-Slice CT Scanner",EMHS Homeland Security -769,Award,Neurologica Corp.,1055240.00,DNA,DNA,,,N/A,N/A,true,http://opendocs.cookcountyil.gov/procurement/intent-award/180622-Intent_to_Award_EDS.pdf
07/20/2018,1515-15006A,Electronic Monitoring Services - Category 1 RF,*Countywide--Multiple Departments - 001,Award,"Attenti US, Inc.",14260821.25,,,,,3,0,true,http://opendocs.cookcountyil.gov/procurement/intent-award/180720-Intent_to_Award_EDS.pdf
07/20/2018,1515-15006A,,,,,,"Allpoint Security and Detective, Inc.",MBE (6),12,,,,,http://opendocs.cookcountyil.gov/procurement/intent-award/180720-Intent_to_Award_EDS.pdf
07/20/2018,1750-16782,Tactical Command Post Upgrades,EMHS Homeland Security -769,Award,"Midwest Water Group, Inc. d/b/a Red Arrow Sales",195182.00,DNA,DNA,,,1,0,true,http://opendocs.cookcountyil.gov/procurement/intent-award/180720-Intent_to_Award_EDS.pdf
07/20/2018,1755-16824,JTDC Electrical Medical Records Telecommunications Upgrades,Capital Planning and Policy - 031,Award,Paul Borg Construction Company,3840000.00,,,,,3,0,true,http://opendocs.cookcountyil.gov/procurement/intent-award/180720-Intent_to_Award_EDS.pdf
07/20/2018,1755-16824,,,,,,Code Engineering Services,MBE (6),17.6,,,,,http://opendocs.cookcountyil.gov/procurement/intent-award/180720-Intent_to_Award_EDS.pdf
07/20/2018,1755-16824,,,,,,Pinto Construction Group,MBE (9),15.35,,,,,http://opendocs.cookcountyil.gov/procurement/intent-award/180720-Intent_to_Award_EDS.pdf
07/20/2018,1755-16824,,,,,,Phoenix Business Solutions,WBE (7),44.6,,,,,http://opendocs.cookcountyil.gov/procurement/intent-award/180720-Intent_to_Award_EDS.pdf
07/20/2018,1812-17304,Proximity Cards and Printer Supplies,Office of the Sheriff - 210,Award,"IRIS, Ltd.",179648.00,DNA,DNA,,,4,1,true,http://opendocs.cookcountyil.gov/procurement/intent-award/180720-Intent_to_Award_EDS.pdf
07/20/2018,1828-17365,Trailer-Mounted Impact Attenuators with Arrow Board,Transportation and Highways - 500,Award,Production Distribution Companies,189161.20,DNA,DNA,,,2,0,true,http://opendocs.cookcountyil.gov/procurement/intent-award/180720-Intent_to_Award_EDS.pdf
07/20/2018,1868-17115,University of Illinois Zoological Pathology Program,Animal Control Department - 510,Award,Board of Trustees of the University of Illinois on behalf of its College of Veterinary Medicine,500000.00,DNA,DNA,,,NA,NA,true,http://opendocs.cookcountyil.gov/procurement/intent-award/180720-Intent_to_Award_EDS.pdf
07/20/2018,1885-17352,Hanover Township 2017 MFT Project,Transportation and Highways - 500,Award,"A Lamp Concrete Contractors, Inc.",514344.60,,,,,2,0,true,http://opendocs.cookcountyil.gov/procurement/intent-award/180720-Intent_to_Award_EDS.pdf
07/20/2018,1885-17352,,,,,,Alas Trucking,MBE (8),5.83,,,,,http://opendocs.cookcountyil.gov/procurement/intent-award/180720-Intent_to_Award_EDS.pdf
07/20/2018,1890-17232,Staffing For Electronic Device Storage Lockers,Office of the Chief Judge - 310,Award,"Professional Dynamic Network, Inc.",179137.00,"Professional Dynamic Network, Inc.",MBE (6),90,,2,2,true,http://opendocs.cookcountyil.gov/procurement/intent-award/180720-Intent_to_Award_EDS.pdf
07/20/2018,1890-17232,,,,,,Precise Information Systems and Professional Servicces dba Precise Healthcare Staffing,WBE (6),10,,,,,http://opendocs.cookcountyil.gov/procurement/intent-award/180720-Intent_to_Award_EDS.pdf
07/20/2018,1830-17325,Food Service for Impaneled Jury Trials at the 2600 S. California Ave Courthouse,Office of the Chief Judge - 310,Award,"Twomaytoz, Inc.",592325.00,,,,,1,0,true,http://opendocs.cookcountyil.gov/procurement/intent-award/180720-Intent_to_Award_EDS.pdf
07/20/2018,1830-17325,,,,,,"Cristina Foods, Inc.",MBE (9),25,,,,,http://opendocs.cookcountyil.gov/procurement/intent-award/180720-Intent_to_Award_EDS.pdf
07/20/2018,1830-17325,,,,,,All American Paper,WBE (7),10,,,,,http://opendocs.cookcountyil.gov/procurement/intent-award/180720-Intent_to_Award_EDS.pdf
07/20/2018,1855-17275,Bituminous Materials (Hot Patch) & Prime Coat Materials For North Area Maintenance Divisions 1 & 2,Transportation and Highways - 500,Award,Arrow Road Contruction,196800.00,DNA,DNA,,,1,0,true,http://opendocs.cookcountyil.gov/procurement/intent-award/180720-Intent_to_Award_EDS.pdf
09/07/2018,1718-16167,Election Equipment,County Clerk - 110,Award,"Dominion Voting Systems, Inc.",30999891.00,DNA,DNA,,,5,0,true,http://opendocs.cookcountyil.gov/procurement/intent-award/180907-Intent_to_Award_EDS.pdf
09/07/2018,1823-17553,State Mandated Publications,*Countywide--Multiple Departments - 001,Award,"Cook County Suburban Publishers, Inc.",911395.92,DNA,DNA,,,N/A,N/A,true,http://opendocs.cookcountyil.gov/procurement/intent-award/180907-Intent_to_Award_EDS.pdf
09/07/2018,1853-17193A,"Twenty-Four (24) Month, $200,000 Recidivism Reduction Demonstration Grants",Justice Advisory Council - 205,Award,L.A.F.,200000.00,DNA,DNA,,,26,0,true,http://opendocs.cookcountyil.gov/procurement/intent-award/180907-Intent_to_Award_EDS.pdf
09/07/2018,1853-17193B,"Twenty-Four (24) Month, $200,000 Recidivism Reduction Demonstration Grants",Justice Advisory Council - 205,Award,Respond Now,200000.00,DNA,DNA,,,26,0,true,http://opendocs.cookcountyil.gov/procurement/intent-award/180907-Intent_to_Award_EDS.pdf
09/07/2018,1853-17193C,"Twenty-Four (24) Month, $200,000 Recidivism Reduction Demonstration Grants",Justice Advisory Council - 205,Award,"Growing Home, Inc.",200000.00,DNA,DNA,,,26,0,true,http://opendocs.cookcountyil.gov/procurement/intent-award/180907-Intent_to_Award_EDS.pdf
09/07/2018,1853-17193D,"Twenty-Four (24) Month, $200,000 Recidivism Reduction Demonstration Grants",Justice Advisory Council - 205,Award,Felix Foundation,200000.00,DNA,DNA,,,26,0,true,http://opendocs.cookcountyil.gov/procurement/intent-award/180907-Intent_to_Award_EDS.pdf
09/07/2018,1853-17193E,"Twenty-Four (24) Month, $200,000 Recidivism Reduction Demonstration Grants",Justice Advisory Council - 205,Award,"McDermott Center, d/b/a Haymarket Center",200000.00,DNA,DNA,,,26,0,true,http://opendocs.cookcountyil.gov/procurement/intent-award/180907-Intent_to_Award_EDS.pdf
09/07/2018,1853-17193F,"Twenty-Four (24) Month, $200,000 Recidivism Reduction Demonstration Grants",Justice Advisory Council - 205,Award,"Centers for New Horizons, Inc.",199280.00,DNA,DNA,,,26,0,true,http://opendocs.cookcountyil.gov/procurement/intent-award/180907-Intent_to_Award_EDS.pdf
09/07/2018,1853-17270,Adult Guardianship Case Management System License and System Maintenance Agreement,Office of the Public Guardian - 305,Award,"Panoramic Software, Inc.",196000.00,DNA,DNA,,,N/A,N/A,true,http://opendocs.cookcountyil.gov/procurement/intent-award/180907-Intent_to_Award_EDS.pdf
09/07/2018,1855-17165,JTDC Elevator and Escalator Modernization,Capital Planning and Policy - 031,Award,"Walsh Construction Company II, LLC",9966899.00,,,,,1,0,true,http://opendocs.cookcountyil.gov/procurement/intent-award/180907-Intent_to_Award_EDS.pdf
09/07/2018,1855-17165,,,,,,Diversified General Contractors,MBE (6),3.01,,,,,http://opendocs.cookcountyil.gov/procurement/intent-award/180907-Intent_to_Award_EDS.pdf
09/07/2018,1855-17165,,,,,,"Evans Electric, LLC",MBE (6),4.77,,,,,http://opendocs.cookcountyil.gov/procurement/intent-award/180907-Intent_to_Award_EDS.pdf
09/07/2018,1855-17165,,,,,,Chicago Ornamental Iron,MBE (9),2.69,,,,,http://opendocs.cookcountyil.gov/procurement/intent-award/180907-Intent_to_Award_EDS.pdf
09/07/2018,1855-17165,,,,,,Morfin Construction,MBE (9),3.01,,,,,http://opendocs.cookcountyil.gov/procurement/intent-award/180907-Intent_to_Award_EDS.pdf
09/07/2018,1855-17165,,,,,,Continental Painting and Decorating,MBE (6),0.67,,,,,http://opendocs.cookcountyil.gov/procurement/intent-award/180907-Intent_to_Award_EDS.pdf
09/07/2018,1855-17165,,,,,,Motion Solutions,MBE (6),8.93,,,,,http://opendocs.cookcountyil.gov/procurement/intent-award/180907-Intent_to_Award_EDS.pdf
09/07/2018,1855-17165,,,,,,Griggs Mitchell & Alma of IL,MBE (6),1,,,,,http://opendocs.cookcountyil.gov/procurement/intent-award/180907-Intent_to_Award_EDS.pdf
09/07/2018,1855-17165,,,,,,"Alpine Demolition Services, LLC",WBE (7),2.8,,,,,http://opendocs.cookcountyil.gov/procurement/intent-award/180907-Intent_to_Award_EDS.pdf
09/07/2018,1855-17165,,,,,,M.B.B. Enterprises of Chicago,WBE (7),0.64,,,,,http://opendocs.cookcountyil.gov/procurement/intent-award/180907-Intent_to_Award_EDS.pdf
09/07/2018,1855-17165,,,,,,Liftomatic Elevator Company,WBE (7),6.89,,,,,http://opendocs.cookcountyil.gov/procurement/intent-award/180907-Intent_to_Award_EDS.pdf
09/07/2018,1868-17214,Case Management System Maintenance and Support,Medical Examiner - 259,Award,"LabLynx, Inc.",401125.00,DNA,DNA,,,N/A,N/A,true,http://opendocs.cookcountyil.gov/procurement/intent-award/180907-Intent_to_Award_EDS.pdf
09/07/2018,1790-16747,"Cashiering, Accounting & Content Management Solution",County Clerk - 110,Award,"Clarity Partners, LLC",5166222.33,"Clarity Partners, LLC",MBE (8),46.1,,4,1,true,http://opendocs.cookcountyil.gov/procurement/intent-award/180907-Intent_to_Award_EDS.pdf
09/21/2018,1812-17348,Inmate Tennis Shoes,Office of the Sheriff - 210,Award,"Progressive Industries, Inc.",660829.50,DNA,,,,7,1,true,http://opendocs.cookcountyil.gov/procurement/intent-award/180921-Intent_to_Award_EDS.pdf
09/21/2018,1812-17347,Institutional Grade Laundry Chemicals,Office of the Sheriff - 210,Award,"Economy Compounds, Inc.",172969.50,DNA,,,,5,0,,http://opendocs.cookcountyil.gov/procurement/intent-award/180921-Intent_to_Award_EDS.pdf
09/21/2018,1823-17553,State Mandated Publications,*Countywide--Multiple Departments - 001,Award,"Cook County Suburban Publishers, Inc.",911395.92,DNA,,,,DNA,DNA,true,http://opendocs.cookcountyil.gov/procurement/intent-award/180921-Intent_to_Award_EDS.pdf
09/21/2018,1845-17351,"Wallboard, Insulation and Drywall Products",Dept of Facilities/Mgmt - 200,Award,"Chicago United Industries, Ltd",528754.40,,,,,2,1,true,http://opendocs.cookcountyil.gov/procurement/intent-award/180921-Intent_to_Award_EDS.pdf
09/21/2018,1845-17351,,,,,,Triangle Fabrication,MBE (9),,25,,,,http://opendocs.cookcountyil.gov/procurement/intent-award/180921-Intent_to_Award_EDS.pdf
09/21/2018,1845-17351,,,,,,"Anzy Supply, Inc.",WBE (7),,10,,,,http://opendocs.cookcountyil.gov/procurement/intent-award/180921-Intent_to_Award_EDS.pdf
09/21/2018,1718-16167,Election Equipment,County Clerk - 110,Award,"Dominion Voting Systems, Inc.",30999891.00,DNA,DNA,,,5,0,true,http://opendocs.cookcountyil.gov/procurement/intent-award/180921-Intent_to_Award_EDS.pdf
10/12/2018,1723-17036,Criminal Courts Buildings and Lobby Security Enhancements,Capital Planning and Policy - 031,Award,Guidepost Solutions LLC,894912.38,,,,,1,0,true,http://opendocs.cookcountyil.gov/procurement/intent-award/181012-Intent_to_Award_EDS.pdf
10/12/2018,1723-17036,,,,,,Ross Barney Architects,WBE (7),28,,,,,http://opendocs.cookcountyil.gov/procurement/intent-award/181012-Intent_to_Award_EDS.pdf
10/12/2018,1730-16507,DAFSS Electronic Data System Solution,Office of Chief Info. Officer - 009,Award,"Clarity Partners, LLC",990665.00,"Clarity Partners, LLC",MBE (8),75.6,,1,1,true,http://opendocs.cookcountyil.gov/procurement/intent-award/181012-Intent_to_Award_EDS.pdf
10/12/2018,1823-17278,Victim Notification Services,Office of the State's Attorney - 250,Award,"Appriss, Inc.",262000.00,DNA,DNA,,,NA,NA,true,http://opendocs.cookcountyil.gov/procurement/intent-award/181012-Intent_to_Award_EDS.pdf
10/12/2018,1853-17194A,"Twenty-Four (24) Month, $300,000 Violence Prevention, Intervention, and Reduction Demonstration Grants",Justice Advisory Council - 205,Award,Alternatives Schools Network,300000.00,DNA,DNA,,,52,0,true,http://opendocs.cookcountyil.gov/procurement/intent-award/181012-Intent_to_Award_EDS.pdf
10/12/2018,1853-17194B,"Twenty-Four (24) Month, $300,000 Violence Prevention, Intervention, and Reduction Demonstration Grants",Justice Advisory Council - 205,Award,"OAI, Inc.",300000.00,DNA,DNA,,,52,0,true,http://opendocs.cookcountyil.gov/procurement/intent-award/181012-Intent_to_Award_EDS.pdf
10/12/2018,1853-17194C,"Twenty-Four (24) Month, $300,000 Violence Prevention, Intervention, and Reduction Demonstration Grants",Justice Advisory Council - 205,Award,Precious Blood Ministry of Reconciliation,300000.00,DNA,DNA,,,52,0,true,http://opendocs.cookcountyil.gov/procurement/intent-award/181012-Intent_to_Award_EDS.pdf
10/12/2018,1853-17194D,"Twenty-Four (24) Month, $300,000 Violence Prevention, Intervention, and Reduction Demonstration Grants",Justice Advisory Council - 205,Award,UCAN,300000.00,DNA,DNA,,,52,0,true,http://opendocs.cookcountyil.gov/procurement/intent-award/181012-Intent_to_Award_EDS.pdf
10/12/2018,1853-17194E,"Twenty-Four (24) Month, $300,000 Violence Prevention, Intervention, and Reduction Demonstration Grants",Justice Advisory Council - 205,Award,Westside Health Authority,300000.00,DNA,DNA,,,52,0,true,http://opendocs.cookcountyil.gov/procurement/intent-award/181012-Intent_to_Award_EDS.pdf
10/12/2018,1853-17194F,"Twenty-Four (24) Month, $300,000 Violence Prevention, Intervention, and Reduction Demonstration Grants",Justice Advisory Council - 205,Award,Roseland Ceasefire,300000.00,DNA,DNA,,,52,0,true,http://opendocs.cookcountyil.gov/procurement/intent-award/181012-Intent_to_Award_EDS.pdf
10/12/2018,1853-17194G,"Twenty-Four (24) Month, $300,000 Violence Prevention, Intervention, and Reduction Demonstration Grants",Justice Advisory Council - 205,Award,Northwest Side Housing Center,300000.00,DNA,DNA,,,52,0,true,http://opendocs.cookcountyil.gov/procurement/intent-award/181012-Intent_to_Award_EDS.pdf
10/12/2018,1853-17194H,"Twenty-Four (24) Month, $300,000 Violence Prevention, Intervention, and Reduction Demonstration Grants",Justice Advisory Council - 205,Award,Enlace Chicago,300000.00,DNA,DNA,,,52,0,true,http://opendocs.cookcountyil.gov/procurement/intent-award/181012-Intent_to_Award_EDS.pdf
